int[,] intmap = new int[,] {
{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1},
{-1,-1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,0,0,-1,-1,-1},
{-1,-1,-1,-1,0,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,3,1,0,-1,-1,-1},
{-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,0,-1,-1,-1},
{-1,-1,-1,-1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,-1,-1,-1},
{-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,10,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,-1,-1,-1},
{-1,-1,-1,-1,0,1,1,1,0,0,1,1,1,1,1,11,1,1,1,10,1,1,9,1,0,0,1,17,1,1,1,1,1,1,0,-1,-1,-1},
{-1,-1,-1,-1,0,1,1,1,0,1,1,28,1,1,1,11,1,1,1,10,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,-1,-1,-1},
{-1,-1,-1,-1,0,1,1,1,0,0,1,1,1,1,1,11,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,-1,-1},
{-1,-1,-1,-1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,12,12,12,0,-1,-1,-1,-1},
{-1,-1,-1,-1,0,14,14,14,0,0,1,1,1,0,-1,0,1,1,1,0,-1,0,1,1,1,1,1,1,0,0,1,1,1,0,-1,-1,-1,-1},
{-1,-1,-1,-1,0,1,1,1,0,1,1,1,1,0,-1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,-1,-1,-1,-1},
{-1,-1,-1,-1,0,1,1,1,0,0,1,1,1,0,-1,0,1,1,1,13,1,1,1,1,1,4,1,1,0,0,1,1,1,0,-1,-1,-1,-1},
{-1,-1,-1,-1,0,1,5,1,0,1,1,1,1,0,-1,0,1,1,1,13,1,1,1,1,1,1,1,1,0,0,1,1,1,0,-1,-1,-1,-1},
{-1,-1,-1,-1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,13,1,1,1,1,1,1,1,1,0,0,1,1,1,0,-1,-1,-1,-1},
{-1,-1,-1,-1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,-1,-1,-1},
{-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,-1,-1,-1},
