0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41,1,1,1,0,41,1,1,1,1,1,1,1,1,1,1,40,0,1,1,1,40,0
0,1,16,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,16,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,1,1,1,43,0,1,0,42,1,1,1,1,43,0,1,0,42,1,1,1,0,0
0,41,1,1,1,0,41,1,40,0,1,1,1,1,0,41,1,40,0,1,1,1,40,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,0,42,1,43,0,1,1,1,1,0,42,1,43,0,1,1,1,1,0
0,1,1,1,1,40,0,1,0,41,1,1,1,1,40,0,1,0,41,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,0
0,0,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,17,1,0,0
0,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,43,0,1,0,42,1,1,1,1,43,0,1,0,42,1,1,1,1,0
0,1,1,1,1,0,41,1,40,0,1,1,1,1,0,41,1,40,0,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,42,1,1,1,0,42,1,43,0,1,1,1,1,0,42,1,43,0,1,1,1,43,0
0,0,1,1,1,40,0,1,0,41,1,1,1,1,40,0,1,0,41,1,1,1,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,16,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,0
0,42,1,1,1,0,42,1,1,1,1,1,1,1,1,1,1,43,0,1,9,1,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
